id_muestra,titulo,anio_estreno,generos,pais_principal,idioma,popularidad,promedio_votos,votos
33217,Young Justice,2010,Sci-Fi & Fantasy,Estados Unidos,Ingles,148.156,8.4,1123
33217,Young Justice,2010,Action & Adventure,Estados Unidos,Ingles,148.156,8.4,1123
21756,Dog love,2010,Comedia,Estados Unidos,Ingles,146.287,7.2,26
34384,Saas Bina Sasural,2010,Drama,India,Hindi,204.799,0.0,0
34384,Saas Bina Sasural,2010,Comedia,India,Hindi,204.799,0.0,0
31109,Ben 10: Ultimate Alien,2010,Animacion,Estados Unidos,Ingles,134.149,8.2,826
31109,Ben 10: Ultimate Alien,2010,Action & Adventure,Estados Unidos,Ingles,134.149,8.2,826
31109,Ben 10: Ultimate Alien,2010,Sci-Fi & Fantasy,Estados Unidos,Ingles,134.149,8.2,826
31109,Ben 10: Ultimate Alien,2010,Infantil,Estados Unidos,Ingles,134.149,8.2,826
32895,Rizzoli & Isles,2010,Crimen,Francia,Ingles,156.47,7.891,427
32895,Rizzoli & Isles,2010,Drama,Francia,Ingles,156.47,7.891,427
32895,Rizzoli & Isles,2010,Misterio,Francia,Ingles,156.47,7.891,427
32213,Filled With Love,2010,Comedia,Mexico,Espanol,199.42,6.989,89
32213,Filled With Love,2010,Soap,Mexico,Espanol,199.42,6.989,89
46145,Destiny River,2010,Soap,Brasil,Portugues,141.622,6.5,4
46145,Destiny River,2010,Drama,Brasil,Portugues,141.622,6.5,4
46145,Destiny River,2010,Familia,Brasil,Portugues,141.622,6.5,4
32780,Vidas Robadas,2010,Drama,Mexico,Espanol,140.365,2.0,1
32780,Vidas Robadas,2010,Soap,Mexico,Espanol,140.365,2.0,1
50018,The Meaning of Friendship,2010,Soap,Indonesia,Indonesio,139.887,0.0,0
50018,The Meaning of Friendship,2010,Drama,Indonesia,Indonesio,139.887,0.0,0
35351,Smile Again,2010,Drama,Corea del Sur,Coreano,145.898,5.5,2
35351,Smile Again,2010,Comedia,Corea del Sur,Coreano,145.898,5.5,2
46587,Cutie Pie,2010,Sin informacion,Sin informacion,Coreano,138.684,4.0,1
40290,MasterChef,2010,Reality,Estados Unidos,Ingles,137.538,7.1,270
67033,ONDAR On Ne Demande qu'A en Rire,2010,Comedia,Francia,Frances,191.57,5.5,1
38824,Hand aufs Herz,2010,Soap,Alemania,Aleman,136.503,7.0,2
77285,La Case du siecle,2010,Documental,Francia,Frances,136.434,7.3,3
55270,The Sandhamn Murders,2010,Drama,Suecia,Sueco,133.106,7.1,39
55270,The Sandhamn Murders,2010,Crimen,Suecia,Sueco,133.106,7.1,39
55270,The Sandhamn Murders,2010,Misterio,Suecia,Sueco,133.106,7.1,39
32608,Ancient Aliens,2010,Documental,Estados Unidos,Ingles,129.769,6.8,260
32608,Ancient Aliens,2010,Misterio,Estados Unidos,Ingles,129.769,6.8,260
32608,Ancient Aliens,2010,Sci-Fi & Fantasy,Estados Unidos,Ingles,129.769,6.8,260
32294,Hot in Cleveland,2010,Comedia,Estados Unidos,Ingles,127.271,7.4,116
33843,Bantatay,2010,Sci-Fi & Fantasy,Filipinas,tl,131.664,0.0,0
33843,Bantatay,2010,Drama,Filipinas,tl,131.664,0.0,0
33843,Bantatay,2010,Comedia,Filipinas,tl,131.664,0.0,0
18123,Scooby-Doo! Mystery Incorporated,2010,Animacion,Estados Unidos,Ingles,127.112,8.2,1019
18123,Scooby-Doo! Mystery Incorporated,2010,Misterio,Estados Unidos,Ingles,127.112,8.2,1019
18123,Scooby-Doo! Mystery Incorporated,2010,Familia,Estados Unidos,Ingles,127.112,8.2,1019
40440,The Bay,2010,Drama,Estados Unidos,Ingles,126.426,1.0,1
32683,Momay,2010,Sci-Fi & Fantasy,Filipinas,tl,132.077,0.0,0
32683,Momay,2010,Drama,Filipinas,tl,132.077,0.0,0
32683,Momay,2010,Comedia,Filipinas,tl,132.077,0.0,0
41827,Uma Rosa com Amor,2010,Soap,Brasil,Portugues,125.066,6.0,1
41827,Uma Rosa com Amor,2010,Drama,Brasil,Portugues,125.066,6.0,1
40297,Championship Wrestling from Hollywood,2010,Sin informacion,Estados Unidos,Ingles,124.467,0.0,0
32762,La Loba,2010,Drama,Mexico,Espanol,128.893,6.7,58
32762,La Loba,2010,Soap,Mexico,Espanol,128.893,6.7,58
32762,La Loba,2010,Documental,Mexico,Espanol,128.893,6.7,58
32612,Check It Out! with Dr. Steve Brule,2010,Comedia,Estados Unidos,Ingles,145.22,8.079,63
34522,Adaalat,2010,Drama,India,Hindi,132.082,7.5,2
34522,Adaalat,2010,Crimen,India,Hindi,132.082,7.5,2
34522,Adaalat,2010,Misterio,India,Hindi,132.082,7.5,2
118074,Οικογενειακες Ιστοριες,2010,Drama,Grecia,Griego,121.459,3.5,2
1436,Justified,2010,Crimen,Estados Unidos,Ingles,104.213,7.943,723
1436,Justified,2010,Drama,Estados Unidos,Ingles,104.213,7.943,723
41064,Der letzte Bulle,2010,Crimen,Alemania,Aleman,119.561,7.2,25
21641,Good Luck Charlie,2010,Comedia,Estados Unidos,Ingles,118.811,7.9,411
21641,Good Luck Charlie,2010,Familia,Estados Unidos,Ingles,118.811,7.9,411
21641,Good Luck Charlie,2010,Infantil,Estados Unidos,Ingles,118.811,7.9,411
38965,Angelo Rules,2010,Familia,Francia,Frances,116.371,6.8,30
38965,Angelo Rules,2010,Infantil,Francia,Frances,116.371,6.8,30
38965,Angelo Rules,2010,Animacion,Francia,Frances,116.371,6.8,30
37743,Eva Luna,2010,Drama,Estados Unidos,Espanol,115.111,7.044,68
47918,Lale Devri,2010,Drama,Turquia,Turco,114.685,5.3,9
75426,Narcisa Salbatica,2010,Action & Adventure,Rumania,Rumano,114.648,6.5,2
75426,Narcisa Salbatica,2010,Crimen,Rumania,Rumano,114.648,6.5,2
75426,Narcisa Salbatica,2010,Drama,Rumania,Rumano,114.648,6.5,2
75426,Narcisa Salbatica,2010,Familia,Rumania,Rumano,114.648,6.5,2
75426,Narcisa Salbatica,2010,Misterio,Rumania,Rumano,114.648,6.5,2
75426,Narcisa Salbatica,2010,Soap,Rumania,Rumano,114.648,6.5,2
111097,The Legend of Crazy Monk,2010,Comedia,China,Chino,114.168,5.7,3
111097,The Legend of Crazy Monk,2010,Drama,China,Chino,114.168,5.7,3
31251,Victorious,2010,Comedia,Estados Unidos,Ingles,120.506,8.2,1637
31251,Victorious,2010,Infantil,Estados Unidos,Ingles,120.506,8.2,1637
32868,Nikita,2010,Drama,Canada,Ingles,86.004,7.2,481
32868,Nikita,2010,Action & Adventure,Canada,Ingles,86.004,7.2,481
21762,Parenthood,2010,Drama,Estados Unidos,Ingles,113.264,7.387,141
32573,Strike Back,2010,Drama,Reino Unido,Ingles,99.992,7.419,346
32573,Strike Back,2010,Action & Adventure,Reino Unido,Ingles,99.992,7.419,346
46967,Golden Fish,2010,Drama,Corea del Sur,Coreano,112.784,0.0,0
12926,Teresa,2010,Soap,Mexico,Espanol,112.225,7.7,1762
12926,Teresa,2010,Drama,Mexico,Espanol,112.225,7.7,1762
225353,Distal-4,2010,Animacion,Sin informacion,Chino,105.841,10.0,1
225353,Distal-4,2010,Action & Adventure,Sin informacion,Chino,105.841,10.0,1
225353,Distal-4,2010,Sci-Fi & Fantasy,Sin informacion,Chino,105.841,10.0,1
225353,Distal-4,2010,Drama,Sin informacion,Chino,105.841,10.0,1
37374,Cook Like an Iron Chef,2010,Reality,Estados Unidos,Ingles,156.883,0.0,0
33213,Shake It Up,2010,Familia,Estados Unidos,Ingles,119.233,7.6,287
33213,Shake It Up,2010,Infantil,Estados Unidos,Ingles,119.233,7.6,287
33213,Shake It Up,2010,Comedia,Estados Unidos,Ingles,119.233,7.6,287
33213,Shake It Up,2010,Drama,Estados Unidos,Ingles,119.233,7.6,287
44632,Life Is Beautiful,2010,Drama,Corea del Sur,Coreano,111.409,7.4,5
44632,Life Is Beautiful,2010,Familia,Corea del Sur,Coreano,111.409,7.4,5
195102,바람불어 좋은날,2010,Sin informacion,Sin informacion,Coreano,125.925,0.0,0
33982,MasterChef India,2010,Reality,India,Hindi,110.42,5.2,3
17572,Kick Buttowski: Suburban Daredevil,2010,Animacion,Estados Unidos,Ingles,110.479,8.1,606
17572,Kick Buttowski: Suburban Daredevil,2010,Action & Adventure,Estados Unidos,Ingles,110.479,8.1,606
17572,Kick Buttowski: Suburban Daredevil,2010,Comedia,Estados Unidos,Ingles,110.479,8.1,606
17572,Kick Buttowski: Suburban Daredevil,2010,Infantil,Estados Unidos,Ingles,110.479,8.1,606
39176,Behzat C.: An Ankara Policeman,2010,Drama,Turquia,Turco,110.381,7.7,73
39176,Behzat C.: An Ankara Policeman,2010,War & Politics,Turquia,Turco,110.381,7.7,73
39176,Behzat C.: An Ankara Policeman,2010,Action & Adventure,Turquia,Turco,110.381,7.7,73
39176,Behzat C.: An Ankara Policeman,2010,Crimen,Turquia,Turco,110.381,7.7,73
34278,Feroz,2010,Soap,Chile,Espanol,112.063,4.0,2
34278,Feroz,2010,Sci-Fi & Fantasy,Chile,Espanol,112.063,4.0,2
34278,Feroz,2010,Drama,Chile,Espanol,112.063,4.0,2
36473,Are We There Yet?,2010,Comedia,Estados Unidos,Ingles,147.962,6.5,30
33001,Haven,2010,Drama,Canada,Ingles,134.774,7.5,460
33001,Haven,2010,Sci-Fi & Fantasy,Canada,Ingles,134.774,7.5,460
33001,Haven,2010,Misterio,Canada,Ingles,134.774,7.5,460
32082,OL Supreme,2010,Drama,Hong Kong,cn,110.762,0.0,0
32082,OL Supreme,2010,Comedia,Hong Kong,cn,110.762,0.0,0
32082,OL Supreme,2010,Familia,Hong Kong,cn,110.762,0.0,0
33359,Kristine,2010,Drama,Filipinas,tl,151.351,6.0,1
97918,Primera dama,2010,Soap,Chile,Espanol,100.951,2.0,1
97918,Primera dama,2010,Drama,Chile,Espanol,100.951,2.0,1
33903,Alyna,2010,Drama,Filipinas,tl,104.906,0.0,0
35455,Pink Lipstick,2010,Comedia,Corea del Sur,Coreano,142.802,3.0,1
35455,Pink Lipstick,2010,Drama,Corea del Sur,Coreano,142.802,3.0,1
86232,The Dream of Red Mansions,2010,Drama,China,Chino,115.879,7.6,5
32905,Some Day,2010,Familia,Hong Kong,cn,108.146,0.0,0
32905,Some Day,2010,Comedia,Hong Kong,cn,108.146,0.0,0
33326,Entre el Amor y el Deseo,2010,Drama,Mexico,Espanol,147.917,0.0,0
33326,Entre el Amor y el Deseo,2010,Soap,Mexico,Espanol,147.917,0.0,0
91337,River of Intrigues,2010,Soap,Brasil,Portugues,147.547,7.0,3
91337,River of Intrigues,2010,Drama,Brasil,Portugues,147.547,7.0,3
32900,Through the Wormhole,2010,Documental,Estados Unidos,Ingles,107.219,7.524,148
18828,T.U.F.F. Puppy,2010,Animacion,Sin informacion,Ingles,104.038,7.2,60
18828,T.U.F.F. Puppy,2010,Comedia,Sin informacion,Ingles,104.038,7.2,60
18828,T.U.F.F. Puppy,2010,Action & Adventure,Sin informacion,Ingles,104.038,7.2,60
18828,T.U.F.F. Puppy,2010,Sci-Fi & Fantasy,Sin informacion,Ingles,104.038,7.2,60
201967,Spike Team,2010,Animacion,Italia,Italiano,108.117,6.0,2
201967,Spike Team,2010,Infantil,Italia,Italiano,108.117,6.0,2
201967,Spike Team,2010,Familia,Italia,Italiano,108.117,6.0,2
201967,Spike Team,2010,Action & Adventure,Italia,Italiano,108.117,6.0,2
33793,Babar and the Adventures of Badou,2010,Animacion,Canada,Ingles,145.1,4.3,7
33793,Babar and the Adventures of Badou,2010,Infantil,Canada,Ingles,145.1,4.3,7
33793,Babar and the Adventures of Badou,2010,Familia,Canada,Ingles,145.1,4.3,7
33623,The Avengers: Earth's Mightiest Heroes,2010,Action & Adventure,Estados Unidos,Ingles,101.913,8.161,703
33623,The Avengers: Earth's Mightiest Heroes,2010,Animacion,Estados Unidos,Ingles,101.913,8.161,703
33623,The Avengers: Earth's Mightiest Heroes,2010,Sci-Fi & Fantasy,Estados Unidos,Ingles,101.913,8.161,703
33623,The Avengers: Earth's Mightiest Heroes,2010,Familia,Estados Unidos,Ingles,101.913,8.161,703
40361,Majisuka Academy,2010,Drama,Japon,Japones,102.361,7.5,11
78201,Journeys in Japan,2010,Documental,Japon,Ingles,102.098,9.0,1
32218,Soy tu duena,2010,Drama,Mexico,Espanol,140.356,7.7,566
207543,Camera Cafe 2 : La Boite du dessus,2010,Comedia,Francia,Frances,139.273,0.0,0
44330,Gloria,2010,Drama,Corea del Sur,Coreano,99.44,6.5,2
31484,The Last Prince,2010,Sci-Fi & Fantasy,Filipinas,Ingles,135.334,0.0,0
31484,The Last Prince,2010,Drama,Filipinas,Ingles,135.334,0.0,0
34413,Little Star,2010,Drama,Filipinas,tl,116.55,0.0,0
34413,Little Star,2010,Familia,Filipinas,tl,116.55,0.0,0
34549,The Great British Bake Off,2010,Reality,Reino Unido,Ingles,118.704,7.5,89
40334,Lua Vermelha,2010,Drama,Portugal,Portugues,98.059,4.6,4
32025,American Pickers,2010,Reality,Estados Unidos,Ingles,98.516,6.9,98
45436,Penn Point,2010,Sin informacion,Sin informacion,Ingles,97.284,0.0,0
39056,Para Volver a Amar,2010,Drama,Mexico,Espanol,97.077,7.6,116
32566,Magkaribal,2010,Misterio,Filipinas,tl,96.063,6.0,1
32566,Magkaribal,2010,Drama,Filipinas,tl,96.063,6.0,1
32566,Magkaribal,2010,Soap,Filipinas,tl,96.063,6.0,1
33740,Lena – Liebe meines Lebens,2010,Drama,Alemania,Aleman,135.611,0.0,0
33740,Lena – Liebe meines Lebens,2010,Soap,Alemania,Aleman,135.611,0.0,0
39952,Zig and Sharko,2010,Familia,Francia,Frances,95.588,0.0,0
39952,Zig and Sharko,2010,Comedia,Francia,Frances,95.588,0.0,0
39952,Zig and Sharko,2010,Animacion,Francia,Frances,95.588,0.0,0
32731,Imortal,2010,Sci-Fi & Fantasy,Filipinas,Ingles,96.848,8.0,2
32731,Imortal,2010,Drama,Filipinas,Ingles,96.848,8.0,2
32731,Imortal,2010,Action & Adventure,Filipinas,Ingles,96.848,8.0,2
69360,World Inside Out,2010,Action & Adventure,Ukraine,Ucraniano,95.973,8.9,7
69360,World Inside Out,2010,Documental,Ukraine,Ucraniano,95.973,8.9,7
37472,Octonauts,2010,Infantil,Irlanda,Ingles,85.99,6.8,41
37472,Octonauts,2010,Animacion,Irlanda,Ingles,85.99,6.8,41
37472,Octonauts,2010,Action & Adventure,Irlanda,Ingles,85.99,6.8,41
46440,Samurai Girls,2010,Animacion,Japon,Japones,93.596,6.537,27
46440,Samurai Girls,2010,Comedia,Japon,Japones,93.596,6.537,27
46440,Samurai Girls,2010,Action & Adventure,Japon,Japones,93.596,6.537,27
62537,La pecera de Eva,2010,Drama,Espana,Espanol,130.526,4.0,5
62537,La pecera de Eva,2010,Comedia,Espana,Espanol,130.526,4.0,5
93116,Ghost Catcher: Legend of Beauty,2010,Drama,China,Chino,94.18,4.0,1
33180,Alguien Te Mira,2010,Soap,Sin informacion,Espanol,128.185,6.0,3
33180,Alguien Te Mira,2010,Misterio,Sin informacion,Espanol,128.185,6.0,3
33180,Alguien Te Mira,2010,Crimen,Sin informacion,Espanol,128.185,6.0,3
195748,凤狸二人行,2010,Animacion,China,Chino,87.154,0.0,0
31553,Tanging Yaman,2010,Drama,Filipinas,tl,107.266,0.0,0
46142,Written in the Stars,2010,Drama,Brasil,Portugues,90.017,7.6,7
46142,Written in the Stars,2010,Soap,Brasil,Portugues,90.017,7.6,7
46142,Written in the Stars,2010,Sci-Fi & Fantasy,Brasil,Portugues,90.017,7.6,7
43594,Three Sisters,2010,Drama,Sin informacion,Coreano,89.602,6.0,1
5573,Bella Calamidades,2010,Drama,Estados Unidos,Espanol,102.572,8.0,44
5573,Bella Calamidades,2010,Comedia,Estados Unidos,Espanol,102.572,8.0,44
56435,Alguien que me quiera,2010,Drama,Argentina,Espanol,123.185,2.0,1
56435,Alguien que me quiera,2010,Soap,Argentina,Espanol,123.185,2.0,1
56435,Alguien que me quiera,2010,Familia,Argentina,Espanol,123.185,2.0,1
34019,Koreana,2010,Drama,Filipinas,tl,90.588,0.0,0
34019,Koreana,2010,Familia,Filipinas,tl,90.588,0.0,0
136074,Kung Fu Masters of the Zodiac,2010,Animacion,China,Chino,86.674,10.0,2
136074,Kung Fu Masters of the Zodiac,2010,Action & Adventure,China,Chino,86.674,10.0,2
136074,Kung Fu Masters of the Zodiac,2010,Comedia,China,Chino,86.674,10.0,2
46005,Real Boys,2010,Comedia,Rusia,Ruso,86.395,7.9,63
1621,Boardwalk Empire,2010,Crimen,Estados Unidos,Ingles,85.349,7.994,1101
1621,Boardwalk Empire,2010,Drama,Estados Unidos,Ingles,85.349,7.994,1101
31474,Kung Tayo'y Magkakalayo,2010,Action & Adventure,Filipinas,tl,109.335,0.0,0
31474,Kung Tayo'y Magkakalayo,2010,Drama,Filipinas,tl,109.335,0.0,0
33841,R. L. Stine's The Haunting Hour,2010,Familia,Canada,Ingles,89.119,8.1,204
33841,R. L. Stine's The Haunting Hour,2010,Drama,Canada,Ingles,89.119,8.1,204
39501,Sidekick,2010,Animacion,Estados Unidos,Ingles,83.716,7.35,10
39501,Sidekick,2010,Comedia,Estados Unidos,Ingles,83.716,7.35,10
39501,Sidekick,2010,Infantil,Estados Unidos,Ingles,83.716,7.35,10
31642,Endless Love,2010,Drama,Filipinas,tl,77.317,10.0,1
48310,Blondynka,2010,Comedia,Polonia,Polaco,83.218,7.0,1
48310,Blondynka,2010,Drama,Polonia,Polaco,83.218,7.0,1
34271,Juanita Banana,2010,Drama,Filipinas,tl,78.227,0.0,0
34271,Juanita Banana,2010,Comedia,Filipinas,tl,78.227,0.0,0
34271,Juanita Banana,2010,Sci-Fi & Fantasy,Filipinas,tl,78.227,0.0,0
34258,Aise Karo Naa Vidaa,2010,Drama,India,Hindi,116.14,0.0,0
37734,The Voice of Holland,2010,Sin informacion,Sin informacion,Holandes,82.222,6.3,3
